date,ticker,adj_close
2023-01-03,A1,50.21778884404653
2023-01-04,A1,49.96430076829631
2023-01-05,A1,49.67143925495047
2023-01-06,A1,50.52805091177685
2023-01-09,A1,50.16666068284087
2023-01-10,A1,50.42211072669829
2023-01-11,A1,51.69774450070166
2023-01-12,A1,51.22223858520472
2023-01-13,A1,52.010788795394994
2023-01-16,A1,52.34061318043742
2023-01-17,A1,52.63745539352881
2023-01-18,A1,52.254376466742514
2023-01-19,A1,52.22437968301691
2023-01-20,A1,51.70870180317705
2023-01-23,A1,51.24332985155599
2023-01-24,A1,51.879471547396335
2023-01-25,A1,51.421136669375365
2023-01-26,A1,50.77262230081573
2023-01-27,A1,50.91611395550645
2023-01-30,A1,51.12301222582502
2023-01-31,A1,52.130376307365275
2023-02-01,A1,52.57237926458733
2023-02-02,A1,52.55278926315961
2023-02-03,A1,51.50823553106806
2023-02-06,A1,50.829771563652066
2023-02-07,A1,50.103283696637
2023-02-08,A1,49.87314072106377
2023-02-09,A1,50.196177320133785
2023-02-10,A1,49.63090260366346
2023-02-13,A1,48.066831807277076
2023-02-14,A1,47.35563964700827
2023-02-15,A1,47.90770441093296
2023-02-16,A1,47.44040934357453
2023-02-17,A1,47.550251894031355
2023-02-20,A1,46.83081006690908
2023-02-21,A1,47.325823660529345
2023-02-22,A1,47.4282841736527
2023-02-23,A1,47.6802240690158
2023-02-24,A1,48.83386492291539
2023-02-27,A1,49.45008045667137
2023-02-28,A1,49.58694838567388
2023-03-01,A1,49.200098243859536
2023-03-02,A1,49.00102530457738
2023-03-03,A1,49.274476009642484
2023-03-06,A1,49.81978389149901
2023-03-07,A1,49.252551915178266
2023-03-08,A1,50.203415331434584
2023-03-09,A1,49.52226703477503
2023-03-10,A1,50.83304767578709
2023-03-13,A1,51.45721753917108
2023-03-14,A1,52.57153731457398
2023-03-15,A1,52.83691132648306
2023-03-16,A1,53.215643639297205
2023-03-17,A1,52.8446852883208
2023-03-20,A1,52.34671785460455
2023-03-21,A1,52.34969816367033
2023-03-22,A1,52.82451825068457
2023-03-23,A1,52.90619538453904
2023-03-24,A1,52.0028706249649
2023-03-27,A1,51.01899887849562
2023-03-28,A1,49.868231787351704
2023-03-29,A1,49.17704303750668
2023-03-30,A1,49.3876353737664
2023-03-31,A1,50.06893870199439
2023-04-03,A1,50.37370465519197
2023-04-04,A1,49.257715722848644
2023-04-05,A1,49.321171938076894
2023-04-06,A1,49.39180517845503
2023-04-07,A1,50.431864303488034
2023-04-10,A1,49.488572497853994
2023-04-11,A1,50.04471073749551
2023-04-12,A1,50.8531879986317
2023-04-13,A1,50.84633950519132
2023-04-14,A1,51.26269952966875
2023-04-17,A1,51.52318866824192
2023-04-18,A1,51.23435628696064
2023-04-19,A1,52.013735251035776
2023-04-20,A1,51.57148286956399
2023-04-21,A1,51.73446091399503
2023-04-24,A1,51.38030787764028
2023-04-25,A1,51.824263674757326
2023-04-26,A1,51.51533679299673
2023-04-27,A1,51.78511042145789
2023-04-28,A1,52.010080852551866
2023-05-01,A1,51.69318714665712
2023-05-02,A1,51.70130038825166
2023-05-03,A1,51.54154716721987
2023-05-04,A1,50.95957793727224
2023-05-05,A1,50.996220672893365
2023-05-08,A1,50.61027003893209
2023-05-09,A1,51.15258586809219
2023-05-10,A1,50.56593740750846
2023-05-11,A1,50.03008301909911
2023-05-12,A1,49.80367750112763
2023-05-15,A1,50.46205885216435
2023-05-16,A1,50.22120974950945
2023-05-17,A1,49.67782753620025
2023-05-18,A1,50.19123999066519
2023-05-19,A1,48.25668243231374
2023-05-22,A1,48.37443314400616
2023-05-23,A1,49.191508143182695
2023-05-24,A1,49.7278024086067
2023-05-25,A1,49.62287593305387
2023-05-26,A1,50.09094334688021
2023-05-29,A1,50.510567478859514
2023-05-30,A1,49.5308794786538
2023-05-31,A1,48.895046592925674
2023-06-01,A1,48.95216703393576
2023-06-02,A1,48.93973636083262
2023-06-05,A1,49.31423321307716
2023-06-06,A1,49.242275217219905
2023-06-07,A1,48.576123737981824
2023-06-08,A1,48.204715217362185
2023-06-09,A1,47.47065925535419
2023-06-12,A1,47.13919822246498
2023-06-13,A1,46.61502885675295
2023-06-14,A1,46.171605460484585
2023-06-15,A1,46.90482030074356
2023-06-16,A1,47.59983989670036
2023-06-19,A1,47.62415900069383
2023-06-20,A1,46.33276332636806
2023-06-21,A1,46.83491445770804
2023-06-22,A1,46.78039523301305
2023-06-23,A1,47.263719085389724
2023-06-26,A1,48.62301894660403
2023-06-27,A1,48.19289308974186
2023-06-28,A1,49.36549181681482
2023-06-29,A1,48.75208120602644
2023-06-30,A1,48.64609113015422
2023-07-03,A1,47.659129313326005
2023-07-04,A1,46.851379293799916
2023-07-05,A1,47.218477368370785
2023-07-06,A1,47.60372969538601
2023-07-07,A1,48.128800768446276
2023-07-10,A1,48.38630747317009
2023-07-11,A1,48.27588344284898
2023-07-12,A1,48.89970810898387
2023-07-13,A1,49.13453199145862
2023-07-14,A1,48.235798600037896
2023-07-17,A1,48.03215837446292
2023-07-18,A1,48.23081850036332
2023-07-19,A1,48.41651351367494
2023-07-20,A1,47.21010032553062
2023-07-21,A1,46.30939263944253
2023-07-24,A1,45.92758839558202
2023-07-25,A1,45.812223710325014
2023-07-26,A1,44.87604269239533
2023-07-27,A1,44.57908550184165
2023-07-28,A1,44.23576127917971
2023-07-31,A1,44.0694801344559
2023-08-01,A1,44.16509498646026
2023-08-02,A1,44.27657662686806
2023-08-03,A1,44.19491015821251
2023-08-04,A1,43.96449233201773
2023-08-07,A1,43.68480537858931
2023-08-08,A1,43.430638975980415
2023-08-09,A1,43.24508297313897
2023-08-10,A1,42.97717353621337
2023-08-11,A1,42.38631893316585
2023-08-14,A1,42.26257309819595
2023-08-15,A1,42.71683211085147
2023-08-16,A1,42.15433406596758
2023-08-17,A1,42.322185091698294
2023-08-18,A1,42.28654796782493
2023-08-21,A1,42.64224885033496
2023-08-22,A1,42.707059014745376
2023-08-23,A1,42.320640233795395
2023-08-24,A1,42.04804000827468
2023-08-25,A1,41.83193947863584
2023-08-28,A1,41.86494826945985
2023-08-29,A1,41.30035621464462
2023-08-30,A1,41.53277029728301
2023-08-31,A1,41.65405961063025
2023-09-01,A1,41.39431537882678
2023-09-04,A1,41.83381407039667
2023-09-05,A1,41.48918175577228
2023-09-06,A1,41.35564574637742
2023-09-07,A1,41.05919074978112
2023-09-08,A1,39.79804334356154
2023-09-11,A1,40.015382824997225
2023-09-12,A1,39.68907237401183
2023-09-13,A1,39.599425211703895
2023-09-14,A1,39.20184455684232
2023-09-15,A1,38.88356698649409
2023-09-18,A1,38.903414435564834
2023-09-19,A1,38.753421382836954
2023-09-20,A1,38.827976297968895
2023-09-21,A1,39.04355200432085
2023-09-22,A1,39.23363841342585
2023-09-25,A1,39.376359963640354
2023-09-26,A1,40.25306838806661
2023-09-27,A1,39.961486964399946
2023-09-28,A1,39.95122356419583
2023-09-29,A1,40.2292226703913
2023-10-02,A1,40.83716333552694
2023-10-03,A1,40.2283147104117
2023-10-04,A1,40.203930458174
2023-10-05,A1,41.31035540395286
2023-10-06,A1,41.42427606814771
2023-10-09,A1,41.68063421214876
2023-10-10,A1,41.81632156569283
2023-10-11,A1,41.68048859209023
2023-10-12,A1,42.51086123688945
2023-10-13,A1,42.27567842805693
2023-10-16,A1,42.38048513420471
2023-10-17,A1,42.20933673735536
2023-10-18,A1,41.86291258814386
2023-10-19,A1,42.15087464255081
2023-10-20,A1,43.69256215979747
2023-10-23,A1,43.02729160358267
2023-10-24,A1,43.50212259196797
2023-10-25,A1,43.16689149587861
2023-10-26,A1,43.35907637652547
2023-10-27,A1,44.12162026331735
2023-10-30,A1,44.619778288720134
2023-10-31,A1,44.987183409223604
2023-11-01,A1,44.88818547766557
2023-11-02,A1,45.164843409913594
2023-11-03,A1,44.38434646222917
2023-11-06,A1,45.01384688336689
2023-11-07,A1,45.27429078706262
2023-11-08,A1,45.7951008745251
2023-11-09,A1,45.41543285656749
2023-11-10,A1,44.834623764497
2023-11-13,A1,44.60286413338916
2023-11-14,A1,44.69249755958322
